eta_t,pm_best_crossover,auto_gain_at_best,naive_gain_at_best,pm_nearest_auto_cross,auto_gain_nearest_1
0.01,,,,0.001,1.0993006993006993
3.0000000000000013,,,,0.001,1.0993006993006993
