logical_state,seed,mode,n_rounds_aer,max_rounds_effective,k_requested,k_effective,schedule_match,sigma_z,zeta,tau_int,eta_t,t_m,t_r,p_m,p_r,gamma_x,chi,aer_noise,aer_metric,aer_shots_total,aer_batch_M,aer_measurement_rounds,aer_weighted_mean_p,aer_simple_mean_p,aer_success_prob,effective_shots,effective_measurement_rounds,effective_logical_failure_prob,effective_survival_prob,effective_lifetime_time,effective_lifetime_rounds,effective_measurement_efficiency,effective_horizon_time,delta_success_effective_minus_aer
0,11,naive_sparse,4,4,2,2,1,0.01,0.01,1.0,0.5,,,0.01,0.01,0.03,4.0,0,qec,200,4,2,0.0,0.0,1.0,50,2,0.04,0.96,3.96,3.96,2.020408163265306,5.0,-0.040000000000000036
