anc_strength,fidelity_base,fidelity_s1_nonlocal
1.0,0.9686570802103348,0.4648087121092667
1.5,0.9686570802103348,0.4563587708137252
2.0,0.9686570802103348,0.4472393454744163
3.0,0.9686570802103348,0.42748063305064216
5.0,0.9686570802103348,0.3934893671667326
8.0,0.9686570802103348,0.3569062620441385
12.0,0.9686570802103348,0.32129708890284053
