experiment,mode,seed,shots,max_rounds,gamma_x,chi,sigma_z,zeta,eta_t,t_m,t_r,tau_int,p_m,p_r,alpha_pr_over_pm,k,k_star,k_star_naive,lifetime_time,lifetime_time_median,lifetime_time_ci_low,lifetime_time_ci_high,lifetime_rounds,logical_failure_prob,survival_prob,avg_measurements_to_fail,measurement_efficiency,gain_vs_full,measurement_gain_vs_full,gamma_lphi,gamma_lphi_ci_low,gamma_lphi_ci_high,gamma_lphi_ratio_vs_full,safe_zone,coherence_time,coherence_value,notes
phase_diagram_kstar,autonomous_sparse,11,30,20,0.03,4.0,0.05,0.05,0.01,,,1.0,0.001,0.001,1.0,2,2,2,20.0,20.0,20.0,20.0,20.0,0.0,1.0,10.0,2.0,1.0619469026548674,1.9964601769911505,,,,,,,,naive_best_gain=1.024779
phase_diagram_kstar,naive_sparse,11,30,20,0.03,4.0,0.05,0.05,0.01,,,1.0,0.001,0.001,1.0,2,2,2,19.3,20.0,18.183517592831286,20.416482407168715,19.3,0.1,0.9,9.566666666666666,2.0174216027874565,1.024778761061947,2.013850945083408,,,,,,,,auto_best_gain=1.061947
