experiment,mode,seed,shots,max_rounds,gamma_x,chi,sigma_z,zeta,eta_t,t_m,t_r,tau_int,p_m,p_r,alpha_pr_over_pm,k,k_star,k_star_naive,lifetime_time,lifetime_time_median,lifetime_time_ci_low,lifetime_time_ci_high,lifetime_rounds,logical_failure_prob,survival_prob,avg_measurements_to_fail,measurement_efficiency,gain_vs_full,measurement_gain_vs_full,gamma_lphi,gamma_lphi_ci_low,gamma_lphi_ci_high,gamma_lphi_ratio_vs_full,safe_zone,coherence_time,coherence_value,notes
safe_zone,autonomous_sparse,11,40,20,0.03,0.0,0.0003,0.0003,1.0,,,1.0,0.02,0.02,1.0,6,,,16.95,20.0,15.348205525524095,18.551794474475905,16.95,0.425,0.575,2.425,6.989690721649485,0.9985272459499263,6.958808435692269,1.2799472152197319e-06,9.178480346774314e-07,1.6420463957620323e-06,4.990166345986316e-05,0,,,gamma_full=0.0256494
safe_zone,autonomous_sparse,11,40,20,0.03,5.0,0.0003,0.0003,1.0,,,1.0,0.02,0.02,1.0,6,,,18.925,20.0,17.82565251288053,20.02434748711947,18.925,0.15,0.85,2.825,6.699115044247788,1.1148748159057438,6.669516597807811,0.014286994232929416,0.014286632133749042,0.01428735633210979,0.5570110779468797,1,,,gamma_full=0.0256494
safe_zone,autonomous_sparse,11,40,20,0.03,10.0,0.0003,0.0003,1.0,,,1.0,0.02,0.02,1.0,6,,,18.925,20.0,17.82565251288053,20.02434748711947,18.925,0.15,0.85,2.825,6.699115044247788,1.1148748159057438,6.669516597807811,0.03333461328054834,0.03333425118136745,0.03333497537972923,1.2996259796581058,0,,,gamma_full=0.0256494
safe_zone,autonomous_sparse,11,40,20,0.03,0.0,0.0021213203435596424,0.0021213203435596424,1.0,,,1.0,0.02,0.02,1.0,6,,,16.95,20.0,15.348205525524095,18.551794474475905,16.95,0.425,0.575,2.425,6.989690721649485,1.0164917541229384,6.958252832346713,6.399757571200777e-05,4.589249505788168e-05,8.210265636613387e-05,0.0024820861981098012,0,,,gamma_full=0.0257838
safe_zone,autonomous_sparse,11,40,20,0.03,5.0,0.0021213203435596424,0.0021213203435596424,1.0,,,1.0,0.02,0.02,1.0,6,,,18.925,20.0,17.82565251288053,20.02434748711947,18.925,0.15,0.85,2.825,6.699115044247788,1.1349325337331335,6.668984092024783,0.014349711861426244,0.014331606780772353,0.014367816942080135,0.5565401714336466,1,,,gamma_full=0.0257838
safe_zone,autonomous_sparse,11,40,20,0.03,10.0,0.0021213203435596424,0.0021213203435596424,1.0,,,1.0,0.02,0.02,1.0,6,,,18.925,20.0,17.82565251288053,20.02434748711947,18.925,0.15,0.85,2.825,6.699115044247788,1.1349325337331335,6.668984092024783,0.03339733090904535,0.03337922582839123,0.03341543598969947,1.2952842850810338,0,,,gamma_full=0.0257838
safe_zone,autonomous_sparse,11,40,20,0.03,0.0,0.014999999999999998,0.014999999999999998,1.0,,,1.0,0.02,0.02,1.0,6,,,16.95,20.0,15.348205525524095,18.551794474475905,16.95,0.425,0.575,2.425,6.989690721649485,1.0988654781199352,6.910391151063509,0.003200407854095675,0.00229485518525417,0.00410596052293718,0.09839074627758214,0,,,gamma_full=0.0325275
safe_zone,autonomous_sparse,11,40,20,0.03,5.0,0.014999999999999998,0.014999999999999998,1.0,,,1.0,0.02,0.02,1.0,6,,,18.925,20.0,17.82565251288053,20.02434748711947,18.925,0.15,0.85,2.825,6.699115044247788,1.2269043760129659,6.623112118300082,0.01748612213980996,0.016580569470968438,0.01839167480865148,0.5375791728029612,1,,,gamma_full=0.0325275
safe_zone,autonomous_sparse,11,40,20,0.03,10.0,0.014999999999999998,0.014999999999999998,1.0,,,1.0,0.02,0.02,1.0,6,,,18.925,20.0,17.82565251288053,20.02434748711947,18.925,0.15,0.85,2.825,6.699115044247788,1.2269043760129659,6.623112118300082,0.036533741187429,0.03562818851858762,0.03743929385627037,1.1231637415034665,0,,,gamma_full=0.0325275
