logical_state,n_rounds,k,measurement_rounds,shots_total,batch_M,sigma_z,tau_int,zeta,chi,eta_t,t_m,t_r,p_m,p_r,metric,weighted_mean_p,simple_mean_p,weighted_minus_simple,slope_p_vs_abs_delta,corr_p_vs_abs_delta
0,2,2,1,16,2,0.01,1.0,0.01,4.0,0.30000000000000004,0.1,0.2,0.0,0.0,qec,0.0,0.0,0.0,0.0,0.0
