experiment,mode,seed,shots,max_rounds,gamma_x,chi,sigma_z,zeta,eta_t,t_m,t_r,tau_int,p_m,p_r,alpha_pr_over_pm,k,k_star,k_star_naive,lifetime_time,lifetime_time_median,lifetime_time_ci_low,lifetime_time_ci_high,lifetime_rounds,logical_failure_prob,survival_prob,avg_measurements_to_fail,measurement_efficiency,gain_vs_full,measurement_gain_vs_full,gamma_lphi,gamma_lphi_ci_low,gamma_lphi_ci_high,gamma_lphi_ratio_vs_full,safe_zone,coherence_time,coherence_value,notes
safe_zone,autonomous_sparse,11,40,20,0.03,0.0,0.0003,0.0003,1.0,,,1.0,0.02,0.02,1.0,4,,,18.85,20.0,17.846289397107427,19.853710602892576,18.85,0.15,0.85,4.65,4.053763440860215,1.1104565537555229,4.035852851283512,0.013811804455992218,0.007113918951431863,0.020509689960552573,0.5384847199484237,1,,,gamma_full=0.0256494
safe_zone,autonomous_sparse,11,40,20,0.03,10.0,0.0003,0.0003,1.0,,,1.0,0.02,0.02,1.0,4,,,19.675,20.0,19.229002673343647,20.120997326656354,19.675,0.05,0.95,4.9,4.01530612244898,1.1590574374079528,3.9975654473866125,0.04714513778932553,0.040447252284765096,0.05384302329388597,1.8380607979430772,0,,,gamma_full=0.0256494
safe_zone,autonomous_sparse,11,40,20,0.03,0.0,0.014999999999999998,0.014999999999999998,1.0,,,1.0,0.02,0.02,1.0,4,,,18.85,20.0,17.846289397107427,19.853710602892576,18.85,0.15,0.85,4.65,4.053763440860215,1.2220421393841168,4.007772607657587,0.01900364175277644,0.010997220716893054,0.027010062788659826,0.5842325663757718,1,,,gamma_full=0.0325275
safe_zone,autonomous_sparse,11,40,20,0.03,10.0,0.014999999999999998,0.014999999999999998,1.0,,,1.0,0.02,0.02,1.0,4,,,19.675,20.0,19.229002673343647,20.120997326656354,19.675,0.05,0.95,4.9,4.01530612244898,1.2755267423014587,3.969751595938213,0.05233697508610974,0.04433055405022631,0.060343396121993166,1.6090055616016554,0,,,gamma_full=0.0325275
